case,inner,outer,mode,runs,min_ms,median_ms,avg_ms,stddev_ms,pattern,expected_rows,rows,correct,fpga_time_ms_median,inner_drain_ms_median,outer_drain_ms_median,adapter_run_ms_median,result_copy_ms_median,tid_fetch_ms_median,custom_scan_ms_median,host_config_send_ms_median,host_config_ack_wait_ms_median,host_build_send_ms_median,host_build_ack_wait_ms_median,host_probe_send_ms_median,host_probe_ack_wait_ms_median,host_final_status_wait_ms_median,host_reset_wait_ms_median,host_result_recv_ms_median,host_protocol_frames_sent_median,host_protocol_frames_recv_median,host_transport_sends_median,host_bytes_sent_median,host_bytes_recv_median,host_inner_frames_sent_median,host_outer_frames_sent_median,host_ack_frames_recv_median,host_status_frames_recv_median,host_result_frames_recv_median,host_debug_frames_recv_median,host_timing_frames_recv_median,host_result_pairs_recv_median,board_timing_version_median,board_timing_flags_median,board_clock_hz_median,board_inner_rows_median,board_outer_rows_median,board_matched_rows_median,board_inner_frames_median,board_outer_frames_median,board_result_frames_median,board_ack_frames_median,board_debug_frames_median,board_bytes_rx_median,board_bytes_tx_median,board_session_total_cycles_median,board_config_cycles_median,board_build_rx_cycles_median,board_build_compute_cycles_median,board_build_total_cycles_median,board_probe_rx_cycles_median,board_probe_compute_cycles_median,board_result_emit_cycles_median,board_probe_total_cycles_median,board_ack_emit_cycles_median,board_rx_wait_cycles_median,board_tx_blocked_cycles_median,board_protocol_wait_cycles_median,board_max_build_batch_cycles_median,board_max_probe_batch_cycles_median,board_max_result_frame_cycles_median,board_hash_build_inserts_median,board_hash_probe_lookups_median,board_hash_probe_hits_median,board_hash_probe_misses_median,board_hash_overflow_errors_median,board_hash_build_collision_steps_median,board_hash_probe_collision_steps_median,board_hash_max_build_probe_distance_median,board_hash_max_probe_distance_median,board_hash_table_load_factor_ppm_median
a_bram_hotkey,12288,49152,udp,1,122.904000,122.904000,122.904000,0.000000,hotkey,49152,49152,True,101.622000,1.400000,5.777000,101.622000,0.067000,8.659000,117.525000,0.024000,0.823000,0.712000,7.058000,3.885000,57.753000,0.000000,0.000000,54.084000,523.000000,681.000000,522.000000,615982.000000,595223.000000,105.000000,417.000000,262.000000,1.000000,417.000000,0.000000,1.000000,49152.000000,1.000000,1.000000,70000000.000000,12288.000000,49152.000000,49152.000000,105.000000,417.000000,417.000000,263.000000,0.000000,615982.000000,595223.000000,1335654.000000,31.000000,123195.000000,26130.000000,149325.000000,492771.000000,98304.000000,591075.000000,1182150.000000,3945.000000,0.000000,0.000000,0.000000,1578.000000,2853.000000,1419.000000,12288.000000,49152.000000,49152.000000,0.000000,0.000000,777.000000,0.000000,3.000000,1.000000,750000.000000
a_bram_max_x4_full,12288,49152,cpu,1,13.827000,13.827000,13.827000,0.000000,full,49152,49152,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_bram_max_x4_half,12288,49152,cpu,1,11.594000,11.594000,11.594000,0.000000,half,24576,24576,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_bram_max_x4_hotkey,12288,49152,cpu,1,13.558000,13.558000,13.558000,0.000000,hotkey,49152,49152,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_bram_max_x4_none,12288,49152,cpu,1,8.754000,8.754000,8.754000,0.000000,none,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_bram_max_x4_outer_skew,12288,49152,cpu,1,13.767000,13.767000,13.767000,0.000000,outer_skew,49152,49152,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_bram_none,12288,49152,udp,1,78.509000,78.509000,78.509000,0.000000,none,0,0,True,70.942000,1.450000,5.735000,70.942000,0.000000,0.000000,78.126000,0.043000,0.845000,1.319000,2.894000,6.028000,12.523000,0.000000,0.000000,0.000000,523.000000,264.000000,522.000000,615982.000000,4148.000000,105.000000,417.000000,262.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,70000000.000000,12288.000000,49152.000000,0.000000,105.000000,417.000000,0.000000,263.000000,0.000000,615982.000000,4148.000000,915849.000000,31.000000,123195.000000,26130.000000,149325.000000,492771.000000,269574.000000,0.000000,762345.000000,3945.000000,0.000000,0.000000,0.000000,1578.000000,2440.000000,0.000000,12288.000000,49152.000000,0.000000,49152.000000,0.000000,777.000000,85635.000000,3.000000,7.000000,750000.000000
a_bram_outer_skew,12288,49152,udp,1,123.748000,123.748000,123.748000,0.000000,outer_skew,49152,49152,True,101.700000,1.761000,6.719000,101.700000,0.067000,8.119000,118.366000,0.030000,0.678000,0.760000,7.147000,2.808000,59.583000,0.000000,0.000000,56.903000,523.000000,681.000000,522.000000,615982.000000,595223.000000,105.000000,417.000000,262.000000,1.000000,417.000000,0.000000,1.000000,49152.000000,1.000000,1.000000,70000000.000000,12288.000000,49152.000000,49152.000000,105.000000,417.000000,417.000000,263.000000,0.000000,615982.000000,595223.000000,1337208.000000,31.000000,123195.000000,26130.000000,149325.000000,492771.000000,99858.000000,591075.000000,1183704.000000,3945.000000,0.000000,0.000000,0.000000,1578.000000,2989.000000,1419.000000,12288.000000,49152.000000,49152.000000,0.000000,0.000000,777.000000,777.000000,3.000000,3.000000,750000.000000
a_bram_max_x16_low10,12288,196600,cpu,1,37.475000,37.475000,37.475000,0.000000,low10,19660,19660,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_bram_max_x16_full,12288,196608,cpu,1,58.793000,58.793000,58.793000,0.000000,full,196608,196608,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_bram_max_x16_half,12288,196608,cpu,1,52.960000,52.960000,52.960000,0.000000,half,98304,98304,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_bram_max_x16_hotkey,12288,196608,cpu,1,53.792000,53.792000,53.792000,0.000000,hotkey,196608,196608,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_bram_max_x16_none,12288,196608,cpu,1,35.666000,35.666000,35.666000,0.000000,none,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a_bram_max_x16_outer_skew,12288,196608,cpu,1,56.756000,56.756000,56.756000,0.000000,outer_skew,196608,196608,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
